exon_id	fraction	time	T2C_over_T	weighted_error	T_exon
ENSMUSE00001003357	nuc_exon	180	0.9482450400387052	0.12514417018193258	603.5
ENSMUSE00001074679	nuc_exon	15	0.0	0.10225363155898984	1405.5
ENSMUSE00001074679	nuc_exon	20	0.0	0.10225363155898984	1453.5
ENSMUSE00001074679	nuc_exon	30	0.0	0.10225363155898984	772.0
ENSMUSE00001074679	nuc_exon	40	0.0477550761513972	0.10225363155898984	358.0
ENSMUSE00001074679	nuc_exon	60	0.3095750783866078	0.10470817152918746	584.5
ENSMUSE00001074679	nuc_exon	120	0.7002865550343458	0.10505756522643513	768.5
ENSMUSE00001074679	nuc_exon	180	0.9153089654428102	0.10225363155898984	629.0
ENSMUSE00001086507	nuc_exon	15	0.0145385326648252	0.12053131685606705	1302.0
ENSMUSE00001086507	nuc_exon	20	0.003250327239258	0.12053131685606705	1171.5
ENSMUSE00001086507	nuc_exon	30	0.0210597586959867	0.12053131685606705	863.5
ENSMUSE00001086507	nuc_exon	40	0.1294388354982675	0.12053131685606705	587.0
ENSMUSE00001086507	nuc_exon	60	0.6461833372193461	0.2206822048190524	632.0
ENSMUSE00001086507	nuc_exon	120	0.5933168014459582	0.13826717164879374	851.5
ENSMUSE00001086507	nuc_exon	180	0.7901100463870431	0.12053131685606705	762.0
ENSMUSE00001242726	nuc_exon	15	0.0506429651254923	0.11945527673876258	760.0
ENSMUSE00001242726	nuc_exon	20	0.0067770275366375	0.11945527673876258	1039.25
ENSMUSE00001242726	nuc_exon	30	0.0	0.11945527673876258	486.0
ENSMUSE00001242726	nuc_exon	40	0.0153867322312902	0.11945527673876258	653.5
ENSMUSE00001242726	nuc_exon	60	0.1742288049338813	0.11945527673876258	411.25
ENSMUSE00001242726	nuc_exon	120	0.7465718527102304	0.2815825828951173	486.25
ENSMUSE00001242726	nuc_exon	180	0.6499046346181935	0.11945527673876258	383.5
ENSMUSE00001279945	nuc_exon	15	0.0	0.12352226893023119	1070.5
ENSMUSE00001279945	nuc_exon	20	0.0144523745128293	0.12352226893023119	1292.0
ENSMUSE00001279945	nuc_exon	30	0.0090632273601936	0.12352226893023119	922.0
ENSMUSE00001279945	nuc_exon	40	0.2298358608909694	0.12874140027402486	719.5
ENSMUSE00001279945	nuc_exon	60	0.1920865877133391	0.12352226893023119	574.25
ENSMUSE00001279945	nuc_exon	120	0.8154435825479684	0.1368643734111227	570.0
ENSMUSE00001279945	nuc_exon	180	0.905918806379714	0.245296233383417	553.0
ENSMUSE00001304159	nuc_exon	15	0.0145436207539875	0.1089175810890061	1709.5
ENSMUSE00001304159	nuc_exon	20	0.0458770167971384	0.1089175810890061	2094.5
ENSMUSE00001304159	nuc_exon	30	0.0066717047857941	0.1089175810890061	1294.5
ENSMUSE00001304159	nuc_exon	40	0.1377314367384839	0.1089175810890061	1050.5
ENSMUSE00001304159	nuc_exon	60	0.4533968136279258	0.12288200314039513	630.75
ENSMUSE00001304159	nuc_exon	120	0.6925316907174738	0.11576084824529795	889.5
ENSMUSE00001304159	nuc_exon	180	0.6494972445068707	0.1089175810890061	1028.25
ENSMUSE00000108525	cyto	15	0.0	0.10974886886948718	558.0
ENSMUSE00000108525	cyto	20	0.0	0.10974886886948718	348.0
ENSMUSE00000108525	cyto	30	0.0	0.10974886886948718	511.5
ENSMUSE00000108525	cyto	40	0.0	0.10974886886948718	409.0
ENSMUSE00000108525	cyto	60	0.0227341340855366	0.10974886886948718	231.75
ENSMUSE00000108525	cyto	120	0.2880660007708554	0.1194185893911959	404.0
ENSMUSE00000108525	cyto	180	0.5781183909150576	0.12282650904324849	337.5
ENSMUSE00000108553	cyto	15	0.0	0.10887419683509036	513.5
ENSMUSE00000108553	cyto	20	0.0254923205989852	0.10887419683509036	352.0
ENSMUSE00000108553	cyto	30	0.0	0.10887419683509036	943.0
ENSMUSE00000108553	cyto	40	0.0	0.10887419683509036	306.5
ENSMUSE00000108553	cyto	60	0.0968925002610822	0.10887419683509036	514.25
ENSMUSE00000108553	cyto	120	0.2497285971909146	0.10887419683509036	483.75
ENSMUSE00000108553	cyto	180	0.6748735615511207	0.12958065611696792	608.25
ENSMUSE00000479017	cyto	15	0.0201852754961422	0.1027354876799052	16620.5
ENSMUSE00000479017	cyto	20	0.032695595497596	0.1027354876799052	9726.25
ENSMUSE00000479017	cyto	30	0.055326934006261	0.1027354876799052	15902.5
ENSMUSE00000479017	cyto	40	0.1260573045172663	0.1027354876799052	5273.0
ENSMUSE00000479017	cyto	60	0.2774105522439691	0.1027354876799052	8258.5
ENSMUSE00000479017	cyto	120	0.5974374222796677	0.1027354876799052	7515.5
ENSMUSE00000479017	cyto	180	0.8646406926987976	0.10911829226635068	7019.75
ENSMUSE00000840996	cyto	15	0.0	0.12260410078950926	3069.0
ENSMUSE00000840996	cyto	20	0.0378522063011287	0.12260410078950926	1680.0
ENSMUSE00000840996	cyto	30	0.0115696941777626	0.12260410078950926	3061.0
ENSMUSE00000840996	cyto	40	0.1738672401197995	0.1280537886789993	948.0
ENSMUSE00000840996	cyto	60	0.2237284965787094	0.12260410078950926	1397.75
ENSMUSE00000840996	cyto	120	0.6165908274211342	0.13461845403560596	958.75
ENSMUSE00000840996	cyto	180	0.947793632686548	0.2411154428264063	1309.0
ENSMUSE00001003357	cyto	15	0.0	0.12687041363477197	1088.0
ENSMUSE00001003357	cyto	20	0.0	0.12687041363477197	734.75
ENSMUSE00001003357	cyto	30	0.0	0.12687041363477197	912.0
ENSMUSE00001003357	cyto	40	0.1540877678541373	0.12687041363477197	564.5
ENSMUSE00001003357	cyto	60	0.3116736669386805	0.12687041363477197	444.75
ENSMUSE00001003357	cyto	120	0.4420998732839878	0.1346048505427901	401.5
ENSMUSE00001003357	cyto	180	0.9660054358271584	0.3198527796257994	411.25
ENSMUSE00001074679	cyto	15	0.0	0.12704916970136113	885.5
ENSMUSE00001074679	cyto	20	0.0	0.12704916970136113	487.25
ENSMUSE00001074679	cyto	30	0.0	0.12704916970136113	1118.0
ENSMUSE00001074679	cyto	40	0.0	0.12704916970136113	452.0
ENSMUSE00001074679	cyto	60	0.0711080737735373	0.12704916970136113	662.0
ENSMUSE00001074679	cyto	120	0.47932623664646	0.1506504447853766	374.75
ENSMUSE00001074679	cyto	180	0.6731921871286796	0.2580538168766421	341.25
ENSMUSE00001086507	cyto	15	0.0878610134701827	0.11185671840010677	534.5
ENSMUSE00001086507	cyto	20	0.0	0.11185671840010677	485.0
ENSMUSE00001086507	cyto	30	0.0	0.11185671840010677	833.5
ENSMUSE00001086507	cyto	40	0.0	0.11185671840010677	408.0
ENSMUSE00001086507	cyto	60	0.0281261747540807	0.11185671840010677	332.5
ENSMUSE00001086507	cyto	120	0.4374995529265582	0.11232567675587687	505.75
ENSMUSE00001086507	cyto	180	0.7676790581413944	0.2087868716445827	432.25
ENSMUSE00001242726	cyto	15	0.0	0.12390020818014175	574.5
ENSMUSE00001242726	cyto	20	0.0	0.12390020818014175	272.25
ENSMUSE00001242726	cyto	30	0.0	0.12390020818014175	522.0
ENSMUSE00001242726	cyto	40	0.2490645632374045	0.2490645632374045	214.0
ENSMUSE00001242726	cyto	60	0.0849809834456356	0.12390020818014175	264.5
ENSMUSE00001242726	cyto	120	0.4517546094133118	0.1424012197911214	257.25
ENSMUSE00001242726	cyto	180	0.5772740502703398	0.12390020818014175	405.25
ENSMUSE00001279945	cyto	15	0.0	0.10933269003228718	803.5
ENSMUSE00001279945	cyto	20	0.0	0.10933269003228718	446.5
ENSMUSE00001279945	cyto	30	0.0	0.10933269003228718	968.0
ENSMUSE00001279945	cyto	40	0.0	0.10933269003228718	460.0
ENSMUSE00001279945	cyto	60	0.0	0.10933269003228718	446.75
ENSMUSE00001279945	cyto	120	0.3726519521613203	0.10933269003228718	485.75
ENSMUSE00001279945	cyto	180	0.7974649592310527	0.13110896677429057	412.5
ENSMUSE00001304159	cyto	15	0.0	0.11401590242045526	1094.5
ENSMUSE00001304159	cyto	20	0.007282471528911	0.11401590242045526	876.25
ENSMUSE00001304159	cyto	30	0.0139426538152003	0.11401590242045526	1101.0
ENSMUSE00001304159	cyto	40	0.0156427172669495	0.11401590242045526	416.5
ENSMUSE00001304159	cyto	60	0.1515452902001778	0.11401590242045526	481.75
ENSMUSE00001304159	cyto	120	0.7020759446643444	0.2308150892575823	566.5
ENSMUSE00001304159	cyto	180	0.7509654788565081	0.11401590242045526	407.0
ENSMUSE00000108525	mem	15	0.0	0.10164238014642926	157.0
ENSMUSE00000108525	mem	20	0.0	0.10164238014642926	215.75
ENSMUSE00000108525	mem	30	0.0	0.10164238014642926	223.0
ENSMUSE00000108525	mem	60	0.0778346232982533	0.10164238014642926	259.75
ENSMUSE00000108525	mem	120	0.2420651409533563	0.10164238014642926	280.5
ENSMUSE00000108525	mem	180	0.5187851685844511	0.10492714043928779	163.75
ENSMUSE00000108553	mem	15	0.0	0.1	322.5
ENSMUSE00000108553	mem	20	0.0	0.1	297.5
ENSMUSE00000108553	mem	30	0.0	0.1	373.5
ENSMUSE00000108553	mem	40	0.0	0.1	230.5
ENSMUSE00000108553	mem	60	0.0129543532731225	0.1	393.0
ENSMUSE00000108553	mem	120	0.1128344282169785	0.1	308.0
ENSMUSE00000108553	mem	180	0.1282391647974954	0.1	163.75
ENSMUSE00000479017	mem	15	0.0250116890272054	0.10840306965853785	9438.0
ENSMUSE00000479017	mem	20	0.0294776797440162	0.10840306965853785	9494.0
ENSMUSE00000479017	mem	30	0.0584359122864823	0.10840306965853785	7757.5
ENSMUSE00000479017	mem	40	0.160981729366785	0.10840306965853785	6406.5
ENSMUSE00000479017	mem	60	0.3377129832753253	0.10840306965853785	9479.5
ENSMUSE00000479017	mem	120	0.4619381266584375	0.10840306965853785	7435.0
ENSMUSE00000479017	mem	180	0.6487293059074677	0.1280102321951262	5463.75
ENSMUSE00000840996	mem	15	0.0	0.1076180680354274	1941.0
ENSMUSE00000840996	mem	20	0.0191225369104749	0.1076180680354274	1272.5
ENSMUSE00000840996	mem	30	0.0447723957848793	0.1076180680354274	1152.0
ENSMUSE00000840996	mem	40	0.0497685506343819	0.1076180680354274	767.0
ENSMUSE00000840996	mem	60	0.369433225166921	0.11220853735627251	1249.75
ENSMUSE00000840996	mem	120	0.5886011995982832	0.1076180680354274	905.5
ENSMUSE00000840996	mem	180	0.7315080495336475	0.1208030907972462	639.5
ENSMUSE00001003357	mem	15	0.0	0.11022154644345167	600.5
ENSMUSE00001003357	mem	20	0.0159898901555051	0.11022154644345167	606.75
ENSMUSE00001003357	mem	30	0.0157186851706512	0.11022154644345167	491.0
ENSMUSE00001003357	mem	40	0.0	0.11022154644345167	249.0
ENSMUSE00001003357	mem	60	0.3000943981421258	0.13128858643464208	644.0
ENSMUSE00001003357	mem	120	0.3840445125983195	0.11022154644345167	422.25
ENSMUSE00001003357	mem	180	1.200624508896949	0.11300478148698184	252.75
ENSMUSE00001074679	mem	15	0.0	0.12162979258692805	307.5
ENSMUSE00001074679	mem	20	0.0	0.12162979258692805	394.25
ENSMUSE00001074679	mem	30	0.0	0.12162979258692805	423.5
ENSMUSE00001074679	mem	40	0.0	0.12162979258692805	20.5
ENSMUSE00001074679	mem	60	0.2634595239041908	0.12535172609856135	341.25
ENSMUSE00001074679	mem	120	0.2898437065178433	0.12707494562559732	220.75
ENSMUSE00001074679	mem	180	0.7165870501037681	0.2652097179434517	130.5
ENSMUSE00001086507	mem	15	0.0923704531553323	0.14297669510173275	416.5
ENSMUSE00001086507	mem	20	0.0	0.14297669510173275	198.75
ENSMUSE00001086507	mem	30	0.0	0.14297669510173275	338.0
ENSMUSE00001086507	mem	60	0.2098585747488785	0.1553579597276375	376.5
ENSMUSE00001086507	mem	120	0.5198222915766645	0.2398194327743343	355.6666666666667
ENSMUSE00001086507	mem	180	0.721182184664893	0.2544690695359088	193.33333333333331
ENSMUSE00001242726	mem	15	0.0	0.10890439536314339	469.5
ENSMUSE00001242726	mem	20	0.0	0.10890439536314339	330.5
ENSMUSE00001242726	mem	30	0.0	0.10890439536314339	406.0
ENSMUSE00001242726	mem	40	0.0	0.10890439536314339	184.0
ENSMUSE00001242726	mem	60	0.2574835982417193	0.12362202371348571	339.25
ENSMUSE00001242726	mem	120	0.3011111712793962	0.11496368952680228	324.3333333333333
ENSMUSE00001242726	mem	180	0.7342645433448433	0.10890439536314339	144.0
ENSMUSE00001279945	mem	15	0.0	0.13465648001189243	284.0
ENSMUSE00001279945	mem	20	0.0	0.13465648001189243	418.0
ENSMUSE00001279945	mem	30	0.0	0.13465648001189243	370.0
ENSMUSE00001279945	mem	40	0.0554101280667188	0.13465648001189243	309.0
ENSMUSE00001279945	mem	60	0.0805079839634124	0.13465648001189243	318.75
ENSMUSE00001279945	mem	120	0.4928771365245315	0.2678769382897351	310.25
ENSMUSE00001279945	mem	180	0.5617178307653712	0.2555835418212607	138.75
ENSMUSE00001304159	mem	15	0.0	0.11897176906593407	500.0
ENSMUSE00001304159	mem	20	0.0931568320487208	0.11897176906593407	462.5
ENSMUSE00001304159	mem	30	0.0130905344019694	0.11897176906593407	603.5
ENSMUSE00001304159	mem	40	0.0728932219096529	0.11897176906593407	98.5
ENSMUSE00001304159	mem	60	0.1214961008354822	0.11897176906593407	332.75
ENSMUSE00001304159	mem	120	0.1936461856425905	0.11923786274386543	203.25
ENSMUSE00001304159	mem	180	0.6253477186824342	0.2760054699036593	145.75
gene	nuc_intron	15	0.1978730352570538	0.1	56638.5
gene	nuc_intron	20	0.3950900736393776	0.1	69786.5
gene	nuc_intron	30	0.4441707636469788	0.1	50671.0
gene	nuc_intron	40	0.8240251028877199	0.1	34795.0
gene	nuc_intron	60	0.927069995659359	0.1	37176.5
gene	nuc_intron	120	0.919675800684739	0.1	34192.5
gene	nuc_intron	180	0.887784531854124	0.1	32568.25
