exon_id	fraction	time	T2C_over_T	weighted_error	T_exon
ENSMUSE00001320269	cyto	180	1.0423939626318992	0.10610055276602354	1507.75
ENSMUSE00000853356	mem	15	0.0399950558781002	0.10168411106968442	2348.5
ENSMUSE00000853356	mem	20	0.1690228785999728	0.10168411106968442	4170.0
ENSMUSE00000853356	mem	30	0.2860654996899012	0.10168411106968442	2850.0
ENSMUSE00000853356	mem	40	0.3722807671364964	0.10168411106968442	3868.0
ENSMUSE00000853356	mem	60	0.7492927048850718	0.10561370356561475	3155.25
ENSMUSE00000853356	mem	120	0.9027574799626314	0.10168411106968442	2725.75
ENSMUSE00000853356	mem	180	1.0992030464608824	0.10168411106968442	2059.25
ENSMUSE00000858939	mem	15	0.0501739572368022	0.10494014482094166	1527.0
ENSMUSE00000858939	mem	20	0.135852919521553	0.10494014482094166	1995.25
ENSMUSE00000858939	mem	30	0.2375912747994766	0.10494014482094166	1291.0
ENSMUSE00000858939	mem	40	0.3283369761200211	0.10759996772565684	1131.0
ENSMUSE00000858939	mem	60	0.683595928993886	0.11380732649842369	1228.0
ENSMUSE00000858939	mem	120	0.8146352495831333	0.10494014482094166	1056.25
ENSMUSE00000858939	mem	180	1.122374133919649	0.10494014482094166	496.0
ENSMUSE00000888774	mem	15	0.0333728615785605	0.10223088703298361	2101.0
ENSMUSE00000888774	mem	20	0.1516189819573777	0.10223088703298361	3742.0
ENSMUSE00000888774	mem	30	0.2729761507300984	0.10223088703298361	2521.5
ENSMUSE00000888774	mem	40	0.3639981675010719	0.10223088703298361	3641.0
ENSMUSE00000888774	mem	60	0.7790271962150664	0.10743629010994536	2833.25
ENSMUSE00000888774	mem	120	0.9108687680987342	0.10223088703298361	2656.5
ENSMUSE00000888774	mem	180	1.1407718407032674	0.10223088703298361	2002.5
ENSMUSE00001250447	mem	15	0.0501739572368022	0.10524982425077109	1519.5
ENSMUSE00001250447	mem	20	0.135852919521553	0.10524982425077109	1991.0
ENSMUSE00001250447	mem	30	0.2375912747994766	0.10524982425077109	1291.0
ENSMUSE00001250447	mem	40	0.3283369761200211	0.10790964715548627	1131.0
ENSMUSE00001250447	mem	60	0.6898855728866947	0.11483959126452181	1223.5
ENSMUSE00001250447	mem	120	0.8146352495831333	0.10524982425077109	1056.25
ENSMUSE00001250447	mem	180	1.122374133919649	0.10524982425077109	496.0
ENSMUSE00001285920	mem	15	0.0501739572368022	0.10524982425077109	1519.5
ENSMUSE00001285920	mem	20	0.135852919521553	0.10524982425077109	1991.0
ENSMUSE00001285920	mem	30	0.2375912747994766	0.10524982425077109	1291.0
ENSMUSE00001285920	mem	40	0.3283369761200211	0.10790964715548627	1131.0
ENSMUSE00001285920	mem	60	0.6898855728866947	0.11483959126452181	1223.5
ENSMUSE00001285920	mem	120	0.8146352495831333	0.10524982425077109	1056.25
ENSMUSE00001285920	mem	180	1.122374133919649	0.10524982425077109	496.0
ENSMUSE00001320269	mem	15	0.0286492537332449	0.10041126395921768	1580.0
ENSMUSE00001320269	mem	20	0.1789591033450265	0.10041126395921768	2648.0
ENSMUSE00001320269	mem	30	0.3158663917647558	0.10041126395921768	1671.0
ENSMUSE00001320269	mem	40	0.4137081341909731	0.10041126395921768	2582.5
ENSMUSE00001320269	mem	60	0.8184537221694035	0.10137087986405896	1979.5
ENSMUSE00001320269	mem	120	0.9164388584347748	0.10041126395921768	1912.75
ENSMUSE00001320269	mem	180	1.0916199819250054	0.10041126395921768	1450.5
gene	nuc_intron	15	0.8374511409216854	0.19939862875725037	7138.5
gene	nuc_intron	20	1.0646192742653613	0.2040710150626724	10893.75
gene	nuc_intron	30	0.824933281819223	0.3312192866506999	6892.5
gene	nuc_intron	40	2.226329691751349	0.21789876283973125	7628.0
gene	nuc_intron	60	1.3982924543034478	0.2652612158110707	7585.0
gene	nuc_intron	120	0.8161996581677449	0.21354064572796755	5167.75
gene	nuc_intron	180	1.6743082809773542	0.396600413330435	4853.0
